Date,Price
1978-11,100
1978-12,99.99999999999999
1979-01,106.08236014100143
1979-02,102.96588414454315
1979-03,108.84129482993418
1979-04,110.10674377605223
1979-05,109.21745761440096
1979-06,112.14327691172744
1979-07,109.36536781110351
1979-08,115.16732800342264
1979-09,113.77072185113308
1979-10,106.96395192449445
1979-11,110.97436637017535
1979-12,110.27769901803298
1980-01,115.79413159564393
1980-02,115.70992791233581
1980-03,111.09380106582114
1980-04,117.32571087331523
1980-05,117.66990688556966
1980-06,119.72900873018386
1980-07,126.1136542599593
1980-08,129.52355153753842
1980-09,132.49082912423597
1980-10,139.27442951335755
1980-11,159.21272961858438
1980-12,158.53848686982406
1981-01,153.13080003351178
1981-02,167.04798803231546
1981-03,172.75606610955813
1981-04,174.08404885312308
1981-05,184.22298308632975
1981-06,190.9176043348146
1981-07,198.20684152412798
1981-08,191.98924601172052
1981-09,174.68019609557044
1981-10,177.94473682572539
1981-11,183.76440372880904
1981-12,181.38206196710897
1982-01,182.08767052176947
1982-02,178.4596225896018
1982-03,180.7520812113406
1982-04,191.61582304584945
1982-05,178.95892517416445
1982-06,186.99218938346328
1982-07,187.617885288385
1982-08,212.02385616189912
1982-09,216.8670833257166
1982-10,243.92208557064077
1982-11,257.6794379063047
1982-12,251.5670348114083
1983-01,259.8373429685471
1983-02,270.2855658387171
1983-03,281.1241361833851
1983-04,307.6465788168995
1983-05,304.856343721148
1983-06,326.4499589130636
1983-07,320.2360606503692
1983-08,337.4574875035967
1983-09,342.1460908659449
1983-10,332.8065477567507
1983-11,349.1435099848095
1983-12,356.1254006844349
1984-01,360.15876164018533
1984-02,334.7313675456042
1984-03,328.8693091811067
1984-04,338.25363016642905
1984-05,331.2485345050909
1984-06,338.33130048578556
1984-07,348.48207830443636
1984-08,390.79480854678377
1984-09,410.00658796081365
1984-10,419.70154694796315
1984-11,404.84156206792915
1984-12,431.5550273729375
1985-01,477.7139819631346
1985-02,501.50910079505104
1985-03,504.12619968063944
1985-04,468.32980066751134
1985-05,500.92092368452313
1985-06,499.52652787705125
1985-07,473.8524720087323
1985-08,453.5442019359274
1985-09,446.4215438313894
1985-10,438.1119100150297
1985-11,459.59903735255233
1985-12,471.9868343728989
1986-01,465.2325778107529
1986-02,480.8664484480403
1986-03,493.78621688656256
1986-04,489.55692109788
1986-05,504.7969369155076
1986-06,513.5187407772729
1986-07,471.94512372227325
1986-08,491.69761758074384
1986-09,446.445258689849
1986-10,466.6136827309529
1986-11,482.5448932569771
1986-12,463.76604006181617
1987-01,493.90525716103076
1987-02,502.68260064362823
1987-03,515.4595208137331
1987-04,504.2118316651332
1987-05,500.98805886569806
1987-06,536.4489142715889
1987-07,570.1526356396453
1987-08,597.2958273057868
1987-09,569.3971883720196
1987-10,445.3653996140428
1987-11,383.1322345468794
1987-12,397.69809388861523
1988-01,419.138319367003
1988-02,449.3557049396234
1988-03,428.4764308453215
1988-04,429.8671944607497
1988-05,437.87085682829337
1988-06,475.3158263737963
1988-07,497.7593563532586
1988-08,491.88257880162394
1988-09,509.2074008725355
1988-10,511.86621027732207
1988-11,484.0422759960158
1988-12,492.51118767490135
1989-01,551.0149549714589
1989-02,541.1424562286711
1989-03,557.0516699178459
1989-04,590.5953641569445
1989-05,639.7578374845026
1989-06,648.8858427476408
1989-07,677.5047334253986
1989-08,698.4199868745719
1989-09,707.648047938013
1989-10,665.6096471395698
1989-11,669.6708603111653
1989-12,656.6223203525277
1990-01,596.06362363993
1990-02,596.9499793924106
1990-03,621.8235188922934
1990-04,601.4020136554209
1990-05,646.322198199139
1990-06,648.3338661033938
1990-07,627.8562456572791
1990-08,545.3707672919808
1990-09,520.987349895035
1990-10,504.21454790756445
1990-11,526.7529406774311
1990-12,547.8426828636753
1991-01,575.4488259284108
1991-02,605.0330540882849
1991-03,674.6438895182027
1991-04,713.4353648107772
1991-05,753.0694371994302
1991-06,745.4118321233432
1991-07,781.3758237304144
1991-08,782.7517506354558
1991-09,748.2762188829677
1991-10,760.2142625153073
1991-11,702.2452269025616
1991-12,757.6353574261215
1992-01,750.282248793459
1992-02,775.6530241446266
1992-03,781.7292478126288
1992-04,797.3710008561548
1992-05,785.3508446912116
1992-06,751.2526206253509
1992-07,745.3808594064977
1992-08,709.190090639556
1992-09,733.482209276703
1992-10,768.6792556927786
1992-11,846.2863748575705
1992-12,855.097228288062
1993-01,879.4901484486905
1993-02,913.283029387894
1993-03,936.707369715786
1993-04,884.9040075692291
1993-05,909.8057754321704
1993-06,939.3017025463997
1993-07,978.1217763477345
1993-08,1021.2325854193418
1993-09,971.0246511341411
1993-10,999.7494692408844
1993-11,1019.7246643631149
1993-12,1031.6877126207364
1994-01,1083.7827761022
1994-02,1049.3715987570768
1994-03,983.290623604543
1994-04,1000.275703209473
1994-05,995.1725815940916
1994-06,951.6260418392909
1994-07,953.5956707944695
1994-08,992.4326651175812
1994-09,961.1958928856319
1994-10,964.6666095322691
1994-11,945.777494695448
1994-12,979.4962166147806
1995-01,986.1607212028654
1995-02,1014.0562578841198
1995-03,1001.0031011431055
1995-04,1012.9097790453571
1995-05,1068.9695010775454
1995-06,1086.375186440194
1995-07,1110.4694284786842
1995-08,1144.4321443818744
1995-09,1211.3739784559923
1995-10,1192.229866680508
1995-11,1247.6015071750078
1995-12,1286.7885103756705
1996-01,1349.161859957285
1996-02,1371.3343038648206
1996-03,1384.6359666674591
1996-04,1417.3947521800924
1996-05,1473.2010143080208
1996-06,1470.7069260523726
1996-07,1384.9417575847212
1996-08,1403.4194503548754
1996-09,1495.1878250788077
